feature,median_liposarcoma,median_lipoma,median_difference,mean_difference,U_statistic,p_value,rank_biserial_corr,n_liposarcoma,n_lipoma,p_value_fdr_bh,significant_fdr_0.05
PREDICT_original_tf_Gabor_entropy_F0.5_A0.79,17.34876725878845,16.14517214388588,1.2035951149025692,1.2407541367885884,2293.0,0.00034721207632791096,-0.3871748336358136,58,57,0.0055827414606465075,True
PREDICT_original_tf_Gabor_entropy_F0.05_A0.0,17.34143503801702,16.127673335068195,1.2137617029488261,1.250593337769521,2294.0,0.0003398581478103754,-0.3877797943133696,58,57,0.0055827414606465075,True
PREDICT_original_tf_LBP_entropy_R15_P36,17.21502133057924,16.00270244579652,1.2123188847827215,1.2955577479237252,2293.0,0.00034721207632791096,-0.3871748336358136,58,57,0.0055827414606465075,True
PREDICT_original_logf_entropy_sigma10,17.33043794680067,16.14828053494555,1.1821574118551226,1.2395999484565046,2291.0,0.00036236861407847515,-0.38596491228070184,58,57,0.0055827414606465075,True
PREDICT_original_tf_LBP_entropy_R8_P24,17.18791364650405,16.014139119983234,1.1737745265208162,1.25958523725755,2293.0,0.00034721207632791096,-0.3871748336358136,58,57,0.0055827414606465075,True
PREDICT_original_phasef_monogenic_entropy_WL3_N5,17.105304192269983,15.739550340357113,1.3657538519128707,1.2692519582011492,2293.0,0.00034721207632791096,-0.3871748336358136,58,57,0.0055827414606465075,True
PREDICT_original_tf_Gabor_entropy_F0.05_A2.36,17.312535993149076,16.120865710860706,1.1916702822883707,1.2510696141166804,2289.0,0.00037814205657392034,-0.38475499092558985,58,57,0.005649213148210386,True
PREDICT_original_tf_LBP_energy_R3_P12,16142809.121400002,5415176.280800001,10727632.840600003,-11896446.833438098,2284.0,0.0004204278240946113,-0.3817301875378101,58,57,0.006096203449371864,True
PREDICT_original_tf_Gabor_mean_F0.5_A2.36,-5.152492518066059e-05,0.0016456115819228,-0.0016971365071034607,-0.0013540014424082943,1031.0,0.0005078661960425564,0.3762855414398064,58,57,0.007153658132828008,True
PREDICT_original_hf_entropy,17.292258542368252,16.09034194670257,1.2019165956656828,1.2216101988393753,2273.0,0.0005294725488807193,-0.3750756200846945,58,57,0.007250832405505407,True
PREDICT_original_tf_Gabor_mean_F0.05_A0.79,0.004564799278057851,0.0100389985740874,-0.005474199296029549,-0.00815604239209782,1035.0,0.0005519330130392011,0.37386569872958253,58,57,0.007354134471035842,True
PREDICT_original_phasef_phasesym_skewness_WL3_N5,1.7889019075086332,1.2518703392735333,0.5370315682350999,0.4862542856219967,2266.0,0.0006120257478799523,-0.37084089534180276,58,57,0.007736633171918372,True
PREDICT_original_tf_Gabor_mean_F0.5_A0.79,-0.00012180862300650127,0.0016058632737824,-0.0017276718967889015,-0.0016657141367825458,1040.0,0.0006120257478799523,0.37084089534180276,58,57,0.007736633171918372,True
PREDICT_original_logf_energy_sigma1,221060.80381409999,109036.1736856321,112024.63012846789,491945.28081256803,2262.0,0.0006644251873877645,-0.368421052631579,58,57,0.008189040434554198,True
PREDICT_original_tf_LBP_energy_R15_P36,200325808.60579997,67685053.1792,132640755.42659998,-914729673.9260998,2259.0,0.0007064300123465035,-0.366606170598911,58,57,0.008494390148459176,True
PREDICT_original_phasef_phasesym_kurtosis_WL3_N5,2.5493201850433995,0.5887894348764195,1.96053075016698,2.3288919187571384,2257.0,0.0007357901140367364,-0.3653962492437992,58,57,0.008636774433812168,True
PREDICT_original_tf_Gabor_energy_F0.05_A0.79,9845.43424925971,3514.893521008531,6330.540728251179,13871.623569229709,2254.0,0.0007819614665309407,-0.3635813672111312,58,57,0.008965279139529157,True
PREDICT_original_tf_Gabor_energy_F0.2_A1.57,17320.268886919992,7226.018329635826,10094.250557284166,18925.05429891525,2252.0,0.0008142212643104471,-0.36237144585601944,58,57,0.009122979166023873,True
PREDICT_original_tf_Gabor_energy_F0.2_A2.36,8277.689480096295,3463.9604904385897,4813.728989657705,17225.88805554036,2234.0,0.0011653608137314857,-0.3514821536600121,58,57,0.01276717513710272,True
PREDICT_original_tf_Gabor_energy_F0.05_A2.36,8534.203469776505,2667.9135855358754,5866.289884240629,10901.84081323266,2228.0,0.0013105371264562132,-0.34785238959467635,58,57,0.014045539203106807,True
PREDICT_original_sf_compactness_std_2.5D,0.2095159350008966,0.1544674368859487,0.055048498114947914,0.03907861260032522,2216.0,0.0016521681615795697,-0.3405928614640048,58,57,0.0173301894395474,True
PREDICT_original_phasef_phasesym_mean_WL3_N5,0.0824419473536773,0.1282640667842161,-0.045822119430538794,-0.03119261665189764,1092.0,0.0017165006204586455,0.3393829401088929,58,57,0.017629891789294007,True
PREDICT_original_phasef_phasecong_energy_WL3_N5,1809.6581670288192,1012.5528741758473,797.105292852972,1466.8578905385784,2212.0,0.0017831297079069983,-0.33817301875378103,58,57,0.017940468285676532,True
PREDICT_original_tf_Gabor_energy_F0.05_A0.0,15515.113331040817,5133.055806276648,10382.057524764168,27527.042631013624,2209.0,0.0018875405213027736,-0.33635813672111303,58,57,0.01861114954004535,True
PREDICT_original_tf_Gabor_energy_F0.5_A0.79,3844.8956978856413,1700.8169600647873,2144.0787378208543,3999.2131830078,2203.0,0.002113395663340989,-0.3327283726557775,58,57,0.019658567208058635,True
PREDICT_original_tf_Gabor_energy_F0.5_A0.0,15926.362876538285,7425.944567196652,8500.418309341632,23950.505502238575,2205.0,0.0020354946864782823,-0.33393829401088926,58,57,0.019658567208058635,True
PREDICT_original_tf_Gabor_mean_F0.2_A2.36,-0.00179107958498575,4.034507473710973e-05,-0.0018314246597228598,-0.0014368628959994757,1102.0,0.00207410970870738,0.33333333333333337,58,57,0.019658567208058635,True
PREDICT_original_tf_Gabor_median_F0.2_A1.57,-0.00350225831092355,-0.0004055418539349,-0.0030967164569886503,-0.0029539797714301552,1104.0,0.002153362957131299,0.3321234119782214,58,57,0.019659406256772784,True
PREDICT_original_tf_Gabor_energy_F0.5_A2.36,4519.094788950504,1909.251198278112,2609.843590672392,3554.0691494455723,2195.0,0.002453114897314546,-0.3278886872353297,58,57,0.02198882989774675,True
PREDICT_original_phasef_phasesym_quartile_range_WL3_N5,0.13805540637669583,0.2423944683931039,-0.10433906201640808,-0.07071720597060946,1113.5,0.002554722697069003,0.3263762855414398,58,57,0.022490683743839616,True
PREDICT_original_tf_Gabor_kurtosis_F0.2_A0.0,16.77706598261295,11.881094691280142,4.895971291332808,9.74840094888092,2191.0,0.002641088307286364,-0.32546884452510594,58,57,0.022843097113897853,True
"PREDICT_original_vf_Frangi_inner_energy_SR(1.0, 10.0)_SS2.0",1.6677335778040401e-13,2.0647031520159877e-14,1.4612632626024415e-13,-8.222667581944475e-07,2167.0,0.004073180948411295,-0.31094978826376285,58,57,0.034622038061496004,True
PREDICT_original_tf_Gabor_kurtosis_F0.05_A0.79,3.830910088740886,2.5866919458753888,1.2442181428654973,2.3922313257761187,2157.0,0.004855011833257652,-0.3049001814882033,58,57,0.040568149725356314,True
PREDICT_original_tf_Gabor_kurtosis_F0.05_A0.0,4.3777671420082065,3.215707437556217,1.1620597044519894,3.081896665576097,2156.0,0.004940226895788982,-0.3042952208106473,58,57,0.04059219766039947,True
PREDICT_original_phasef_phasesym_std_WL3_N5,0.14441047360503545,0.1685464852774887,-0.024136011672453245,-0.022727329993549122,1155.0,0.005386935676390096,0.30127041742286753,58,57,0.04283482723323092,True
PREDICT_original_phasef_monogenic_energy_WL3_N5,2061238709.0932,776897127.3208002,1284341581.7724,195685648825.38812,2151.0,0.005386935676390096,-0.30127041742286753,58,57,0.04283482723323092,True
"PREDICT_original_vf_Frangi_full_entropy_SR(1.0, 10.0)_SS2.0",13.927295439617193,12.822944187417928,1.1043512521992653,0.9525197203438616,2139.0,0.00661137796805589,-0.294010889292196,58,57,0.050928270910180526,False
"PREDICT_original_vf_Frangi_edge_entropy_SR(1.0, 10.0)_SS2.0",13.927295439617193,12.822944187417928,1.1043512521992653,0.9525197203438616,2139.0,0.00661137796805589,-0.294010889292196,58,57,0.050928270910180526,False
PREDICT_original_logf_energy_sigma10,473380.9035202954,245606.02308959293,227774.88043070247,1019661.2631583835,2137.0,0.006838201840804252,-0.292800967937084,58,57,0.051865130884869166,False
PREDICT_original_tf_Gabor_median_F0.5_A0.0,-0.00288872212091505,5.497277478166973e-05,-0.0029436948956967197,-0.0036250565661634297,1170.0,0.006954215431976584,0.2921960072595281,58,57,0.051945881938855396,False
PREDICT_original_tf_GLCMMS_homogeneityd3.0A0.79mean,0.044797390622072206,0.0334610493259524,0.011336341296119809,0.013112553170861442,2132.0,0.007436150561634888,-0.2897761645493042,58,57,0.05471674965501491,False
PREDICT_original_tf_Gabor_median_F0.2_A0.0,-0.0032774402823393996,-0.0007761733442007,-0.0025012669381387,-0.002190623016343626,1177.0,0.007817037092387229,0.28796128251663644,58,57,0.055187044203830846,False
PREDICT_original_sf_prax_std_2.5D,0.1379777914775236,0.1005734791831464,0.0374043122943772,0.0280177627326893,2129.0,0.007817037092387229,-0.28796128251663644,58,57,0.055187044203830846,False
PREDICT_original_phasef_phasecong_range_WL3_N5,0.40700482126334936,0.4911281853742844,-0.08412336411093502,-0.043679236902679164,1178.0,0.00794782989548071,0.28735632183908044,58,57,0.055187044203830846,False
PREDICT_original_phasef_phasecong_max_WL3_N5,0.40700482126334936,0.4911281853742844,-0.08412336411093502,-0.043679236902679164,1178.0,0.00794782989548071,0.28735632183908044,58,57,0.055187044203830846,False
PREDICT_original_tf_Gabor_median_F0.05_A0.79,-0.000390542742588,0.0018351008091398,-0.0022256435517278,-0.007281939807431146,1184.0,0.008774557504788246,0.28372655777374467,58,57,0.06008134513695285,False
PREDICT_original_phasef_phasesym_median_WL3_N5,0.0,0.0,0.0,-0.0232654327618496,1263.0,0.009202324002220047,0.23593466424682397,58,57,0.06214720182321209,False
PREDICT_original_tf_Gabor_peak_F0.5_A0.0,-0.00288872212091505,-0.0003950947412393,-0.00249362737967575,-0.0034877641213077668,1190.0,0.009677289945894169,0.280096793708409,58,57,0.06447167490980846,False
PREDICT_original_tf_LBP_std_R15_P36,11.176919727423666,11.814089224512283,-0.6371694970886175,-0.7426707442622078,1192.0,0.009996096919160731,0.278886872353297,58,57,0.06570767708194987,False
PREDICT_original_phasef_phasecong_std_WL3_N5,0.09663316405233195,0.1115911249797196,-0.014957960927387645,-0.010689723066013276,1195.0,0.01049185660008257,0.2770719903206291,58,57,0.06805901715579878,False
PREDICT_original_tf_Gabor_energy_F0.5_A1.57,17537.51634229366,11354.566783602608,6182.9495586910525,15378.607953021707,2110.0,0.01066190502043301,-0.2764670296430731,58,57,0.06826388539056459,False
PREDICT_original_tf_LBP_mean_R15_P36,30.783475059796665,29.90445028677066,0.8790247730260035,1.61013962646771,2102.0,0.012112895800276099,-0.2716273442226256,58,57,0.07655971319918099,False
PREDICT_original_phasef_phasesym_range_WL3_N5,0.5087434728696825,0.5824299100125924,-0.0736864371429099,-0.05560363386187139,1209.0,0.013106253963231083,0.2686025408348457,58,57,0.07784799040810751,False
PREDICT_original_tf_Gabor_mean_F0.2_A1.57,-0.00143757743434025,-0.0005226101774613,-0.00091496725687895,-0.0020214901739359346,1207.0,0.012700577548724857,0.2698124621899577,58,57,0.07784799040810751,False
PREDICT_original_sf_convexity_std_2.5D,0.1857319854579916,0.1075403435595295,0.0781916418984621,0.036939612882377876,2098.0,0.01290200515621378,-0.2692075015124018,58,57,0.07784799040810751,False
PREDICT_original_phasef_phasesym_max_WL3_N5,0.5087434728696825,0.5824299100125924,-0.0736864371429099,-0.05560363386187139,1209.0,0.013106253963231083,0.2686025408348457,58,57,0.07784799040810751,False
PREDICT_original_tf_Gabor_max_F0.05_A0.0,0.12142159534017245,0.1604379229350603,-0.03901632759488784,-0.04583629900064384,1207.0,0.012700577548724857,0.2698124621899577,58,57,0.07784799040810751,False
PREDICT_original_tf_LBP_skewness_R15_P36,-1.856501086581165,-1.5163987338061695,-0.34010235277499556,-0.3501631172872517,1212.0,0.013736259323201971,0.2667876588021778,58,57,0.07967030407457143,False
PREDICT_original_tf_Gabor_kurtosis_F0.5_A0.0,54.49281778175556,37.90763730723139,16.585180474524172,35.33169242292544,2094.0,0.013736259323201971,-0.2667876588021778,58,57,0.07967030407457143,False
PREDICT_original_phasef_phasesym_entropy_WL3_N5,15.31412460356746,14.584753233759663,0.7293713698077973,0.8906809838157361,2090.0,0.014617799586662145,-0.26436781609195403,58,57,0.08283419765775214,False
PREDICT_original_hf_min,0.47217662218998735,0.7657733340533592,-0.2935967118633719,-0.2912673315910663,1216.0,0.014617799586662145,0.26436781609195403,58,57,0.08283419765775214,False
PREDICT_original_logf_energy_sigma5,563776.5927692563,244071.6466902615,319704.94607899484,656108.7716416296,2088.0,0.01507699101398946,-0.26315789473684204,58,57,0.08446541556700914,False
PREDICT_original_logf_peak_sigma10,-0.02278051376342775,-0.0309220695495604,0.00814155578613265,0.008033394382458595,2085.0,0.015789600825810445,-0.26134301270417426,58,57,0.08746374390027584,False
PREDICT_original_tf_Gabor_mean_F0.5_A1.57,-2.4375880685048396e-05,0.0013529265268762,-0.0013773024075612484,-0.001660250547416315,1223.0,0.016280977816527868,0.26013309134906226,58,57,0.08918357848386932,False
PREDICT_original_tf_GLCMMS_dissimilarityd3.0A0.79mean,0.19968600455960794,0.1459499891194196,0.053736015440188356,0.0675384695779552,2082.0,0.016531667696290425,-0.25952813067150626,58,57,0.08956167224473822,False
PREDICT_original_tf_Gabor_peak_F0.2_A0.0,-0.0036178808954106002,-0.0015656373264913,-0.0020522435689193,-0.0018512579663140286,1229.0,0.017836632863190295,0.2565033272837266,58,57,0.09256273685845068,False
"PREDICT_original_vf_Frangi_edge_energy_SR(1.0, 10.0)_SS2.0",7.073910768462752e-13,1.6891225982467798e-13,5.384788170215972e-13,-3.1689052422866953e-06,2077.0,0.017836632863190295,-0.2565033272837265,58,57,0.09256273685845068,False
PREDICT_original_tf_GLCMMS_homogeneityd3.0A2.36mean,0.06879826914961595,0.0550234212163128,0.013774847933303157,0.012881575636652452,2079.0,0.01730419170456082,-0.2577132486388385,58,57,0.09256273685845068,False
"PREDICT_original_vf_Frangi_full_energy_SR(1.0, 10.0)_SS2.0",7.073910768462752e-13,1.6891225982467798e-13,5.384788170215972e-13,-3.1689052422866953e-06,2077.0,0.017836632863190295,-0.2565033272837265,58,57,0.09256273685845068,False
PREDICT_original_tf_LBP_kurtosis_R15_P36,1.840166982692585,0.7295014669238444,1.1106655157687406,1.0357987939168176,2071.0,0.01952101675420489,-0.2528735632183907,58,57,0.10024855478982304,False
PREDICT_original_tf_Gabor_kurtosis_F0.05_A2.36,3.3677204211938103,2.1294520097107563,1.238268411483054,1.9304758267546878,2068.0,0.020414154416536056,-0.25105868118572294,58,57,0.10375441368404408,False
PREDICT_original_tf_Gabor_mean_F0.05_A2.36,0.0050147743058095995,0.0097798794654788,-0.0047651051596692,-0.003464954151636522,1242.0,0.02166032343270701,0.24863883847549906,58,57,0.10896468828902608,False
PREDICT_original_phasef_phasecong_median_WL3_N5,0.0,0.0,0.0,-0.0031780697810293453,1508.0,0.022160786523097553,0.08771929824561409,58,57,0.11035623995845549,False
PREDICT_original_tf_GLCMMS_dissimilarityd3.0A2.36mean,0.42803637194994365,0.3154272786424917,0.11260909330745195,0.09581176720019968,2061.0,0.02263791461541112,-0.24682395644283117,58,57,0.11160491905397682,False
PREDICT_original_tf_Gabor_max_F0.5_A0.0,0.051903431316661,0.0786048777162386,-0.026701446399577597,-0.041250670742561585,1247.0,0.023310746742823907,0.24561403508771928,58,57,0.11378414004170481,False
PREDICT_original_tf_Gabor_peak_F0.2_A1.57,-0.0037311450007849,-0.0025102961218627,-0.0012208488789221998,-0.0020235655255457013,1249.0,0.024000871681690607,0.2444041137326074,58,57,0.11600421312817127,False
PREDICT_original_tf_GLCMMS_contrastd3.0A0.79mean,1.6339469339322044,1.18124266642382,0.45270426750838433,0.48302504474091346,2052.0,0.0258041867842422,-0.24137931034482762,58,57,0.12350936004496509,False
